Resturent_Name,Food_Type,Points of Review,Reviews_link,Comments_link
9118. Chemex Lab,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d15242890-Reviews-The_Kitchen-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3924928-r600055206-Al_Hargeisa_Restaurant-Dubai_Emirate_of_Dubai.html
9119. Orbit Cafeteria,,69 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23908539-Reviews-Avatara-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926509-r364798578-Wrap_Roll_Haandi_Restaurant-Dubai_Emirate_of_Dubai.html
9120. The Kitchen,"Lebanese, Cafe",None,None,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926509-r180708238-Wrap_Roll_Haandi_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Avatara","Indian, ContemporaryMenu",None,None,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741212-r510479049-Just_Falafel-Dubai_Emirate_of_Dubai.html
"Sponsored
Skazka Al Saha Restaurant","Russian, Eastern European$$ - $$$Menu",21 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d7304159-Reviews-Skazka_Al_Saha_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7304159-r636823772-Skazka_Al_Saha_Restaurant-Dubai_Emirate_of_Dubai.html
9121. Wok In Restaurant,Chinese,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3921053-Reviews-Wok_In_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7304159-r498280818-Skazka_Al_Saha_Restaurant-Dubai_Emirate_of_Dubai.html
9122. Butcha,Steakhouse,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d10531804-Reviews-Butcha-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3921053-r184879347-Wok_In_Restaurant-Dubai_Emirate_of_Dubai.html
9123. Monaco,Cafe,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8760350-Reviews-Monaco-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3921053-r159175593-Wok_In_Restaurant-Dubai_Emirate_of_Dubai.html
9124. Paul,,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8499200-Reviews-Paul-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d10531804-r780329569-Butcha-Dubai_Emirate_of_Dubai.html
9125. Pinky Restaurant,"Chinese, Indian$$ - $$$",11 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d7229039-Reviews-Pinky_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d10531804-r741175944-Butcha-Dubai_Emirate_of_Dubai.html
"Sponsored
China King",Chinese,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740236-Reviews-Al_Damyati_Cafeteria-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8760350-r649133015-Monaco-Dubai_Emirate_of_Dubai.html
9126. Al Damyati Cafeteria,,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15603123-Reviews-Farouj_Fawaz-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8760350-r584761277-Monaco-Dubai_Emirate_of_Dubai.html
9127. Farouj Fawaz,Arabic,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919963-Reviews-Motimahal_Delux_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8499200-r355947732-Paul-Dubai_Emirate_of_Dubai.html
9128. Motimahal Delux Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15706732-Reviews-Hardee_s-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8499200-r295180369-Paul-Dubai_Emirate_of_Dubai.html
9129. Hardee's,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919257-Reviews-Fuddruckers-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7229039-r450507467-Pinky_Restaurant-Dubai_Emirate_of_Dubai.html
9130. Fuddruckers,American,129 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23988354-Reviews-Virgin_Izakaya_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d7229039-r864448113-Pinky_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Virgin Izakaya Dubai","Asian, Japanese Fusion$$$$Menu",7 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15669265-Reviews-It_s_Malabar_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8740236-r649713615-Al_Damyati_Cafeteria-Dubai_Emirate_of_Dubai.html
9131. It's Malabar Restaurant,"Indian, International",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d15115979-Reviews-Modi-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15603123-r806638652-Farouj_Fawaz-Dubai_Emirate_of_Dubai.html
9132. Modi,Georgian,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919867-Reviews-McDonald_s-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15603123-r797435701-Farouj_Fawaz-Dubai_Emirate_of_Dubai.html
9133. McDonald's,Fast FoodMenu,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19077686-Reviews-Burger_Fuel-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919963-r178904454-Motimahal_Delux_Restaurant-Dubai_Emirate_of_Dubai.html
9134. Burger Fuel,American,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15135325-Reviews-Big_Smoke_Burger-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15706732-r863078010-Hardee_s-Dubai_Emirate_of_Dubai.html
9135. Big Smoke Burger,AmericanMenu,12 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d21326437-Reviews-Jaffer_Bhais_Al_Barsha_The_Biryani_King_of_Mumbai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15706732-r823867910-Hardee_s-Dubai_Emirate_of_Dubai.html
"Sponsored
Jaffer Bhais Al Barsha-The Biryani King of Mumbai","Chinese, Indian$$ - $$$Menu",46 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d17664863-Reviews-Basanti_Co-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919257-r180887633-Fuddruckers-Dubai_Emirate_of_Dubai.html
9136. Basanti & Co.,Indian$$ - $$$,47 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3926031-Reviews-Pizza_Hut-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23988354-r886073283-Virgin_Izakaya_Dubai-Dubai_Emirate_of_Dubai.html
9137. Pizza Hut,"Pizza, Fast Food$$ - $$$",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d15855709-Reviews-Nizar_Restaurant_and_cafe-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23988354-r841948937-Virgin_Izakaya_Dubai-Dubai_Emirate_of_Dubai.html
9138. Nizar Restaurant and cafe,"Lebanese, Seafood$$$$",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d8741377-Reviews-Los_Angeles-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15669265-r661537700-It_s_Malabar_Restaurant-Dubai_Emirate_of_Dubai.html
9139. Los Angeles,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3918709-Reviews-Cafe_Baroque-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15669265-r787403778-It_s_Malabar_Restaurant-Dubai_Emirate_of_Dubai.html
9140. Cafe Baroque,,14 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d25157386-Reviews-Dune_Club-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15115979-r659907676-Modi-Dubai_Emirate_of_Dubai.html
"Sponsored
Dune Club","Italian, Bar$$$$",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d8740309-Reviews-Al_Razooqi-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919867-r610484495-McDonald_s-Dubai_Emirate_of_Dubai.html
9141. Al Razooqi,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920787-Reviews-The_Atrium-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3919867-r487936242-McDonald_s-Dubai_Emirate_of_Dubai.html
9142. The Atrium,Cafe,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d18379814-Reviews-Sarhad_Darbar-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19077686-r745638745-Burger_Fuel-Dubai_Emirate_of_Dubai.html
9143. Sarhad Darbar,,6 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919357-Reviews-Hatam_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19077686-r741515363-Burger_Fuel-Dubai_Emirate_of_Dubai.html
9144. Hatam Restaurant,,54 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d1208572-Reviews-The_Fish_and_Chips_Room_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15135325-r737205097-Big_Smoke_Burger-Dubai_Emirate_of_Dubai.html
9145. The Fish and Chips Room Restaurant,"Seafood, British$$ - $$$Menu",498 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23670773-Reviews-Kimura_ya_Authentic_Japanese_Restaurant_3rd_Branch_Marriot_Hotel_Al_Jaddaf_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d15135325-r719862779-Big_Smoke_Burger-Dubai_Emirate_of_Dubai.html
"Sponsored
Kimura-ya Authentic Japanese Restaurant - 3rd Branch Marriot Hotel Al Jaddaf Dubai","Japanese, Barbecue$$$$Menu",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d17595873-Reviews-Chicken_Tikka-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21326437-r862909009-Jaffer_Bhais_Al_Barsha_The_Biryani_King_of_Mumbai-Dubai_Emirate_of_Dubai.html
9146. Chicken Tikka,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23476741-Reviews-Cue_Dubai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21326437-r858692721-Jaffer_Bhais_Al_Barsha_The_Biryani_King_of_Mumbai-Dubai_Emirate_of_Dubai.html
9147. Cue Dubai,International,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13994038-Reviews-Mirchi_Garden-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d17664863-r879416903-Basanti_Co-Dubai_Emirate_of_Dubai.html
9148. Mirchi Garden,"Chinese, Indian",3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d7607665-Reviews-Mirchi_Express-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d17664863-r875813800-Basanti_Co-Dubai_Emirate_of_Dubai.html
9149. Mirchi Express,"Chinese, Indian",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d19433180-Reviews-The_Coffee_Club-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926031-r819374434-Pizza_Hut-Dubai_Emirate_of_Dubai.html
9150. The Coffee Club,"Bar, Cafe",44 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d24106070-Reviews-Hidemasa-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3926031-r863202756-Pizza_Hut-Dubai_Emirate_of_Dubai.html
"Sponsored
Hidemasa","Japanese, Sushi$$$$Menu",None,None,https://www.tripadvisor.com/ShowUserReviews-g295424-d15855709-r675487201-Nizar_Restaurant_and_cafe-Dubai_Emirate_of_Dubai.html
"Sponsored
Kimura-ya Authentic Japanese Restaurant - 4th Branch Creek","Japanese, Barbecue$$$$Menu",295 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23792600-Reviews-Kimura_ya_Authentic_Japanese_Restaurant_4th_Branch_Creek-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23792600-r881681581-Kimura_ya_Authentic_Japanese_Restaurant_4th_Branch_Creek-Dubai_Emirate_of_Dubai.html
9151. Mikel,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d19244047-Reviews-Mikel-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23792600-r823193307-Kimura_ya_Authentic_Japanese_Restaurant_4th_Branch_Creek-Dubai_Emirate_of_Dubai.html
9152. Lauberge Restaurant,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925779-Reviews-Lauberge_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19244047-r729937239-Mikel-Dubai_Emirate_of_Dubai.html
9153. Golden Jabal Al Noor Fast Food,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925552-Reviews-Golden_Jabal_Al_Noor_Fast_Food-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925779-r212472298-Lauberge_Restaurant-Dubai_Emirate_of_Dubai.html
9154. NKD Pizza,Pizza,8 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d12347908-Reviews-NKD_Pizza-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925552-r197264753-Golden_Jabal_Al_Noor_Fast_Food-Dubai_Emirate_of_Dubai.html
9155. Pearl Kainan Restaurant,"Filipino, Asian",3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d14053112-Reviews-Pearl_Kainan_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925552-r783294689-Golden_Jabal_Al_Noor_Fast_Food-Dubai_Emirate_of_Dubai.html
"Sponsored
Gazebo Restaurant","Indian, Seafood$$ - $$$Menu",37 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d17588679-Reviews-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d12347908-r476315874-NKD_Pizza-Dubai_Emirate_of_Dubai.html
9156. Deccan Darbar Restaurant,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925397-Reviews-Deccan_Darbar_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d12347908-r752861802-NKD_Pizza-Dubai_Emirate_of_Dubai.html
9157. Level 3,"American, Middle Eastern$$ - $$$",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d20029144-Reviews-Level_3-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d14053112-r614553400-Pearl_Kainan_Restaurant-Dubai_Emirate_of_Dubai.html
9158. Micro,"International, Asian$$$$",2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19402246-Reviews-Micro-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d14053112-r732681347-Pearl_Kainan_Restaurant-Dubai_Emirate_of_Dubai.html
9159. Aquario,"Seafood, Mediterranean$$$$",13 point,https://www.tripadvisor.com/Restaurant_Review-g298060-d17420501-Reviews-Aquario-Ajman_Emirate_of_Ajman.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d17588679-r826923697-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html
9160. The Tea Cup,"Cafe, Healthy$Menu",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d11812871-Reviews-The_Tea_Cup-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d17588679-r818387034-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Gazebo Restaurant","Indian, Seafood$$ - $$$Menu",94 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3384655-Reviews-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925397-r224757710-Deccan_Darbar_Restaurant-Dubai_Emirate_of_Dubai.html
9161. Chicking Fried Chicken,,4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3918845-Reviews-Chicking_Fried_Chicken-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d20029144-r745139977-Level_3-Dubai_Emirate_of_Dubai.html
9162. Ponderosa Steakhouse,"Steakhouse, International$$ - $$$Menu",13 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920224-Reviews-Ponderosa_Steakhouse-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19402246-r763388004-Micro-Dubai_Emirate_of_Dubai.html
9163. Keerthi Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925718-Reviews-Keerthi_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d19402246-r751373255-Micro-Dubai_Emirate_of_Dubai.html
9164. Pizza Hut,"Pizza, Fast Food$",7 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8741435-Reviews-Pizza_Hut-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298060-d17420501-r799131763-Aquario-Ajman_Emirate_of_Ajman.html
9165. Zone Lounge Restaurant,"Lebanese, Middle Eastern$$ - $$$",12 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3921231-Reviews-Zone_Lounge_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298060-d17420501-r781663752-Aquario-Ajman_Emirate_of_Ajman.html
"Sponsored
Cast Restaurant","Seafood, International$$ - $$$Menu",23 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d21297479-Reviews-Cast_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d11812871-r748320956-The_Tea_Cup-Dubai_Emirate_of_Dubai.html
9166. Shamiana,Indian$$ - $$$,2 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3922218-Reviews-Shamiana-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3384655-r871890210-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html
9167. Waqt Al Shai,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d8739618-Reviews-Waqt_Al_Shai-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3384655-r758237724-Gazebo_Restaurant-Dubai_Emirate_of_Dubai.html
9168. Fat Burger,"South American, Central American",2 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d4236176-Reviews-Fat_Burger-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3918845-r514751850-Chicking_Fried_Chicken-Dubai_Emirate_of_Dubai.html
9169. Baliwag Lechon Manok,"Filipino, Asian",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d15247787-Reviews-Baliwag_Lechon_Manok-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3918845-r807329510-Chicking_Fried_Chicken-Dubai_Emirate_of_Dubai.html
9170. Tapri Restaurant,,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d3920709-Reviews-Tapri_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920224-r386837585-Ponderosa_Steakhouse-Dubai_Emirate_of_Dubai.html
"Sponsored
Jun's","Asian, FusionMenu",16 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d24174515-Reviews-Jun_s-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3920224-r382918895-Ponderosa_Steakhouse-Dubai_Emirate_of_Dubai.html
9171. Cucina Mia,Italian,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d20234420-Reviews-Cucina_Mia-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925718-r806632912-Keerthi_Restaurant-Dubai_Emirate_of_Dubai.html
9172. Chaat Masala,,4 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d17388250-Reviews-Chaat_Masala-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3925718-r407997005-Keerthi_Restaurant-Dubai_Emirate_of_Dubai.html
9173. Subway,Fast Food$Menu,2 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d8792148-Reviews-Subway-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741435-r713817555-Pizza_Hut-Dubai_Emirate_of_Dubai.html
9174. Babu Town Restaurant,Indian,11 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23430967-Reviews-Babu_Town_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8741435-r433232473-Pizza_Hut-Dubai_Emirate_of_Dubai.html
9175. Zwad Al Mandi,Middle Eastern,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d19256895-Reviews-Zwad_Al_Mandi-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3921231-r633549057-Zone_Lounge_Restaurant-Dubai_Emirate_of_Dubai.html
"Sponsored
Skazka Al Saha Restaurant","Russian, Eastern European$$ - $$$Menu",21 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d7304159-Reviews-Skazka_Al_Saha_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d3921231-r454650070-Zone_Lounge_Restaurant-Dubai_Emirate_of_Dubai.html
9176. Delight's All Day Dining,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3919078-Reviews-Delight_s_All_Day_Dining-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21297479-r872423691-Cast_Restaurant-Dubai_Emirate_of_Dubai.html
9177. Piadera,"Italian, Cafe$$ - $$$Menu",3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d13368873-Reviews-Piadera-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d21297479-r861655084-Cast_Restaurant-Dubai_Emirate_of_Dubai.html
9178. Kahto Grills Restaurant,"Middle Eastern, Persian",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d22906285-Reviews-Kahto_Grills_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3922218-r410363843-Shamiana-Sharjah_Emirate_of_Sharjah.html
9179. White Haze,"Middle Eastern, Pakistani",1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d22855854-Reviews-White_Haze-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3922218-r284061319-Shamiana-Sharjah_Emirate_of_Sharjah.html
9180. Prabha's Andhra Restaurant,,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d15617089-Reviews-Prabha_s_Andhra_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d8739618-r756416903-Waqt_Al_Shai-Dubai_Emirate_of_Dubai.html
"Sponsored
Tan Cha Restaurant","Chinese, Asian$$$$Menu",138 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23734303-Reviews-Tan_Cha_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d4236176-r272792920-Fat_Burger-Sharjah_Emirate_of_Sharjah.html
"Sponsored
Ambiente By My",ItalianMenu,5 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d23841012-Reviews-Ambiente_By_My-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23841012-r869887189-Ambiente_By_My-Dubai_Emirate_of_Dubai.html
9181. Attibassi Coffee,$,3 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d17452076-Reviews-Attibassi_Coffee-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d23841012-r826792043-Ambiente_By_My-Dubai_Emirate_of_Dubai.html
9182. Chicken Express Restaurant,American,2 point,https://www.tripadvisor.com/Restaurant_Review-g298064-d3921803-Reviews-Chicken_Express_Restaurant-Sharjah_Emirate_of_Sharjah.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d17452076-r753415035-Attibassi_Coffee-Dubai_Emirate_of_Dubai.html
9183. Yummy Hyderabadi Restaurant,$$ - $$$Menu,7 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d11700909-Reviews-Yummy_Hyderabadi_Restaurant-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g295424-d17452076-r791981098-Attibassi_Coffee-Dubai_Emirate_of_Dubai.html
9184. Basilico Italiano,Italian$$ - $$$,29 point,https://www.tripadvisor.com/Restaurant_Review-g295424-d3925132-Reviews-Basilico_Italiano-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3921803-r568096394-Chicken_Express_Restaurant-Sharjah_Emirate_of_Sharjah.html
9185. Er Dang Jia,Chinese$$ - $$$,1 review,https://www.tripadvisor.com/Restaurant_Review-g295424-d23048918-Reviews-Er_Dang_Jia-Dubai_Emirate_of_Dubai.html#REVIEWS,https://www.tripadvisor.com/ShowUserReviews-g298064-d3921803-r168079767-Chicken_Express_Restaurant-Sharjah_Emirate_of_Sharjah.html
